condition_id,mechanism_condition,mechanism_control_name,mechanism_control_strength,mechanism_strength_label,syndrome_id,probe_key,flow_mode,syndrome_rate,complete_unit_count,component_marginal_rates_json
,mechanism_control,constraint_resampled_generation_control,0.2,strong,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.16964285714285715, ""growth_low"": 0.017857142857142856, ""offdiag_low"": 0.15178571428571427}"
,mechanism_control,constraint_resampled_generation_control,0.2,strong,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.03125, ""turnover_high"": 0.17708333333333334, ""window_delta_high"": 0.08333333333333333}"
,mechanism_control,constraint_resampled_generation_control,0.2,strong,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""concentration_high"": 0.16964285714285715, ""growth_low"": 0.017857142857142856, ""transition_entropy_low"": 0.15178571428571427}"
,mechanism_control,constraint_resampled_generation_control,0.2,strong,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_low"": 0.044642857142857144, ""transition_entropy_high"": 0.3482142857142857, ""turnover_high"": 0.15178571428571427}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.14285714285714285, ""growth_low"": 0.044642857142857144, ""offdiag_low"": 0.39285714285714285}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.08333333333333333, ""turnover_high"": 0.3020833333333333, ""window_delta_high"": 0.09375}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,constrained_window_flow,0.0,112,"{""concentration_high"": 0.14285714285714285, ""growth_low"": 0.044642857142857144, ""transition_entropy_low"": 0.11607142857142858}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,constrained_window_flow,0.0,112,"{""bottleneck_low"": 0.25892857142857145, ""transition_entropy_high"": 0.41964285714285715, ""turnover_high"": 0.25892857142857145}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.14285714285714285, ""growth_low"": 0.03571428571428571, ""offdiag_low"": 0.42857142857142855}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.07291666666666667, ""turnover_high"": 0.3125, ""window_delta_high"": 0.09375}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,one_step_local_flow,0.0,112,"{""concentration_high"": 0.14285714285714285, ""growth_low"": 0.03571428571428571, ""transition_entropy_low"": 0.125}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,one_step_local_flow,0.008928571428571428,112,"{""bottleneck_low"": 0.25892857142857145, ""transition_entropy_high"": 0.4107142857142857, ""turnover_high"": 0.26785714285714285}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.16964285714285715, ""growth_low"": 0.044642857142857144, ""offdiag_low"": 0.39285714285714285}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.0625, ""turnover_high"": 0.20833333333333334, ""window_delta_high"": 0.08333333333333333}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""concentration_high"": 0.1875, ""growth_low"": 0.044642857142857144, ""transition_entropy_low"": 0.22321428571428573}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_low"": 0.044642857142857144, ""transition_entropy_high"": 0.19642857142857142, ""turnover_high"": 0.17857142857142858}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.16964285714285715, ""growth_low"": 0.03571428571428571, ""offdiag_low"": 0.4107142857142857}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.0625, ""turnover_high"": 0.21875, ""window_delta_high"": 0.08333333333333333}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""concentration_high"": 0.19642857142857142, ""growth_low"": 0.03571428571428571, ""transition_entropy_low"": 0.23214285714285715}"
,mechanism_control,roughness_resampled_transform_control,0.02,p0.02,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_low"": 0.044642857142857144, ""transition_entropy_high"": 0.19642857142857142, ""turnover_high"": 0.1875}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.11607142857142858, ""growth_low"": 0, ""offdiag_low"": 0.22321428571428573}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.08333333333333333, ""turnover_high"": 0.2916666666666667, ""window_delta_high"": 0.19791666666666666}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,constrained_window_flow,0.0,112,"{""concentration_high"": 0.11607142857142858, ""growth_low"": 0, ""transition_entropy_low"": 0.09821428571428571}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,constrained_window_flow,0.0,112,"{""bottleneck_low"": 0.29464285714285715, ""transition_entropy_high"": 0.5, ""turnover_high"": 0.25}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.11607142857142858, ""growth_low"": 0, ""offdiag_low"": 0.25}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.08333333333333333, ""turnover_high"": 0.3229166666666667, ""window_delta_high"": 0.19791666666666666}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,one_step_local_flow,0.0,112,"{""concentration_high"": 0.11607142857142858, ""growth_low"": 0, ""transition_entropy_low"": 0.09821428571428571}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,one_step_local_flow,0.017857142857142856,112,"{""bottleneck_low"": 0.30357142857142855, ""transition_entropy_high"": 0.5267857142857143, ""turnover_high"": 0.2767857142857143}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.15178571428571427, ""growth_low"": 0, ""offdiag_low"": 0.41964285714285715}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.08333333333333333, ""turnover_high"": 0.25, ""window_delta_high"": 0.17708333333333334}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""concentration_high"": 0.16071428571428573, ""growth_low"": 0, ""transition_entropy_low"": 0.16071428571428573}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.008928571428571428,112,"{""bottleneck_low"": 0.07142857142857142, ""transition_entropy_high"": 0.5178571428571429, ""turnover_high"": 0.21428571428571427}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.15178571428571427, ""growth_low"": 0, ""offdiag_low"": 0.4375}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.07291666666666667, ""turnover_high"": 0.25, ""window_delta_high"": 0.1875}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""concentration_high"": 0.16071428571428573, ""growth_low"": 0, ""transition_entropy_low"": 0.16071428571428573}"
,mechanism_control,roughness_resampled_transform_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.008928571428571428,112,"{""bottleneck_low"": 0.0625, ""transition_entropy_high"": 0.5267857142857143, ""turnover_high"": 0.21428571428571427}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,constrained_window_flow,0.008928571428571428,112,"{""bottleneck_high"": 0.125, ""growth_low"": 0.03571428571428571, ""offdiag_low"": 0.3125}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.09375, ""turnover_high"": 0.23958333333333334, ""window_delta_high"": 0.17708333333333334}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,constrained_window_flow,0.008928571428571428,112,"{""concentration_high"": 0.11607142857142858, ""growth_low"": 0.03571428571428571, ""transition_entropy_low"": 0.11607142857142858}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,constrained_window_flow,0.008928571428571428,112,"{""bottleneck_low"": 0.33035714285714285, ""transition_entropy_high"": 0.5, ""turnover_high"": 0.20535714285714285}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,one_step_local_flow,0.008928571428571428,112,"{""bottleneck_high"": 0.125, ""growth_low"": 0.026785714285714284, ""offdiag_low"": 0.2767857142857143}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.10416666666666667, ""turnover_high"": 0.25, ""window_delta_high"": 0.1875}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,one_step_local_flow,0.008928571428571428,112,"{""concentration_high"": 0.11607142857142858, ""growth_low"": 0.026785714285714284, ""transition_entropy_low"": 0.11607142857142858}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,one_step_local_flow,0.008928571428571428,112,"{""bottleneck_low"": 0.35714285714285715, ""transition_entropy_high"": 0.5, ""turnover_high"": 0.21428571428571427}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.017857142857142856,112,"{""bottleneck_high"": 0.16964285714285715, ""growth_low"": 0.03571428571428571, ""offdiag_low"": 0.5089285714285714}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.03125, ""turnover_high"": 0.23958333333333334, ""window_delta_high"": 0.19791666666666666}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.017857142857142856,112,"{""concentration_high"": 0.19642857142857142, ""growth_low"": 0.03571428571428571, ""transition_entropy_low"": 0.1875}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_low"": 0.044642857142857144, ""transition_entropy_high"": 0.07142857142857142, ""turnover_high"": 0.20535714285714285}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.017857142857142856,112,"{""bottleneck_high"": 0.16964285714285715, ""growth_low"": 0.026785714285714284, ""offdiag_low"": 0.5089285714285714}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.020833333333333332, ""turnover_high"": 0.23958333333333334, ""window_delta_high"": 0.21875}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.017857142857142856,112,"{""concentration_high"": 0.19642857142857142, ""growth_low"": 0.026785714285714284, ""transition_entropy_low"": 0.19642857142857142}"
,mechanism_control,asymmetry_flip_sweep_control,0.05,p0.05,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_low"": 0.017857142857142856, ""transition_entropy_high"": 0.05357142857142857, ""turnover_high"": 0.20535714285714285}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.09821428571428571, ""growth_low"": 0, ""offdiag_low"": 0.16071428571428573}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,constrained_window_flow,0.010416666666666666,96,"{""offdiag_high"": 0.09375, ""turnover_high"": 0.28125, ""window_delta_high"": 0.21875}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,constrained_window_flow,0.0,112,"{""concentration_high"": 0.09821428571428571, ""growth_low"": 0, ""transition_entropy_low"": 0.08928571428571429}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,constrained_window_flow,0.017857142857142856,112,"{""bottleneck_low"": 0.5089285714285714, ""transition_entropy_high"": 0.5803571428571429, ""turnover_high"": 0.24107142857142858}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.10714285714285714, ""growth_low"": 0, ""offdiag_low"": 0.17857142857142858}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,0.010416666666666666,96,"{""offdiag_high"": 0.1875, ""turnover_high"": 0.28125, ""window_delta_high"": 0.21875}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,one_step_local_flow,0.0,112,"{""concentration_high"": 0.09821428571428571, ""growth_low"": 0, ""transition_entropy_low"": 0.08928571428571429}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,one_step_local_flow,0.026785714285714284,112,"{""bottleneck_low"": 0.45535714285714285, ""transition_entropy_high"": 0.5982142857142857, ""turnover_high"": 0.24107142857142858}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.16964285714285715, ""growth_low"": 0, ""offdiag_low"": 0.48214285714285715}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.020833333333333332, ""turnover_high"": 0.2604166666666667, ""window_delta_high"": 0.21875}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""concentration_high"": 0.17857142857142858, ""growth_low"": 0, ""transition_entropy_low"": 0.15178571428571427}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_low"": 0.05357142857142857, ""transition_entropy_high"": 0.32142857142857145, ""turnover_high"": 0.22321428571428573}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.16071428571428573, ""growth_low"": 0, ""offdiag_low"": 0.49107142857142855}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.020833333333333332, ""turnover_high"": 0.2708333333333333, ""window_delta_high"": 0.21875}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""concentration_high"": 0.16964285714285715, ""growth_low"": 0, ""transition_entropy_low"": 0.15178571428571427}"
,mechanism_control,asymmetry_flip_sweep_control,0.1,p0.10,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_low"": 0.0625, ""transition_entropy_high"": 0.29464285714285715, ""turnover_high"": 0.23214285714285715}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.10714285714285714, ""growth_low"": 0, ""offdiag_low"": 0.11607142857142858}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,constrained_window_flow,0.03125,96,"{""offdiag_high"": 0.28125, ""turnover_high"": 0.23958333333333334, ""window_delta_high"": 0.3333333333333333}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,constrained_window_flow,0.0,112,"{""concentration_high"": 0.08928571428571429, ""growth_low"": 0, ""transition_entropy_low"": 0.07142857142857142}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,constrained_window_flow,0.03571428571428571,112,"{""bottleneck_low"": 0.625, ""transition_entropy_high"": 0.6696428571428571, ""turnover_high"": 0.20535714285714285}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.10714285714285714, ""growth_low"": 0, ""offdiag_low"": 0.125}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,0.03125,96,"{""offdiag_high"": 0.3125, ""turnover_high"": 0.2708333333333333, ""window_delta_high"": 0.3541666666666667}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,one_step_local_flow,0.0,112,"{""concentration_high"": 0.08928571428571429, ""growth_low"": 0, ""transition_entropy_low"": 0.07142857142857142}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,one_step_local_flow,0.05357142857142857,112,"{""bottleneck_low"": 0.6785714285714286, ""transition_entropy_high"": 0.6607142857142857, ""turnover_high"": 0.23214285714285715}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_high"": 0.16964285714285715, ""growth_low"": 0, ""offdiag_low"": 0.7589285714285714}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,96,"{""offdiag_high"": 0.010416666666666666, ""turnover_high"": 0.23958333333333334, ""window_delta_high"": 0.3125}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""concentration_high"": 0.16071428571428573, ""growth_low"": 0, ""transition_entropy_low"": 0.125}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.0,112,"{""bottleneck_low"": 0.044642857142857144, ""transition_entropy_high"": 0.5089285714285714, ""turnover_high"": 0.20535714285714285}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""bottleneck_high"": 0.16071428571428573, ""growth_low"": 0, ""offdiag_low"": 0.7410714285714286}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,96,"{""offdiag_high"": 0.010416666666666666, ""turnover_high"": 0.23958333333333334, ""window_delta_high"": 0.3125}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.0,112,"{""concentration_high"": 0.16071428571428573, ""growth_low"": 0, ""transition_entropy_low"": 0.13392857142857142}"
,mechanism_control,asymmetry_flip_sweep_control,0.2,p0.20,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_violation_count_plus_local_tuple,one_step_local_flow,0.008928571428571428,112,"{""bottleneck_low"": 0.05357142857142857, ""transition_entropy_high"": 0.5089285714285714, ""turnover_high"": 0.20535714285714285}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,constrained_window_flow,0.15178571428571427,112,"{""bottleneck_high"": 0.4375, ""growth_low"": 0.15178571428571427, ""offdiag_low"": 0.5178571428571429}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,constrained_window_flow,0.020833333333333332,96,"{""offdiag_high"": 0.4270833333333333, ""turnover_high"": 0.20833333333333334, ""window_delta_high"": 0.020833333333333332}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,constrained_window_flow,0.15178571428571427,112,"{""concentration_high"": 0.49107142857142855, ""growth_low"": 0.15178571428571427, ""transition_entropy_low"": 0.49107142857142855}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,constrained_window_flow,0.07142857142857142,112,"{""bottleneck_low"": 0.39285714285714285, ""transition_entropy_high"": 0.3392857142857143, ""turnover_high"": 0.17857142857142858}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_profile_hash,one_step_local_flow,0.14285714285714285,112,"{""bottleneck_high"": 0.44642857142857145, ""growth_low"": 0.14285714285714285, ""offdiag_low"": 0.5178571428571429}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_profile_hash,one_step_local_flow,0.020833333333333332,96,"{""offdiag_high"": 0.4270833333333333, ""turnover_high"": 0.20833333333333334, ""window_delta_high"": 0.020833333333333332}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_C_low_growth_high_concentration_low_entropy,constraint_profile_hash,one_step_local_flow,0.14285714285714285,112,"{""concentration_high"": 0.49107142857142855, ""growth_low"": 0.14285714285714285, ""transition_entropy_low"": 0.49107142857142855}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_D_high_turnover_high_entropy_low_bottleneck_control,constraint_profile_hash,one_step_local_flow,0.07142857142857142,112,"{""bottleneck_low"": 0.38392857142857145, ""transition_entropy_high"": 0.3482142857142857, ""turnover_high"": 0.17857142857142858}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_A_low_growth_high_bottleneck_low_offdiag,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.017857142857142856,112,"{""bottleneck_high"": 0.14285714285714285, ""growth_low"": 0.15178571428571427, ""offdiag_low"": 0.5178571428571429}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_B_high_turnover_high_offdiag_high_window_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.010416666666666666,96,"{""offdiag_high"": 0.3333333333333333, ""turnover_high"": 0.052083333333333336, ""window_delta_high"": 0.020833333333333332}"
,mechanism_control,constraint_resampled_generation_control,0.01,weak,SYN_C_low_growth_high_concentration_low_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,0.03571428571428571,112,"{""concentration_high"": 0.19642857142857142, ""growth_low"": 0.15178571428571427, ""transition_entropy_low"": 0.3482142857142857}"
