channel_id,source_state,target_state,natural_weight,row_weight_total,probability_fraction,registry_digest,manifest_bundle_digest
b_flip_noise_9_1_channel,000,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,000,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,000,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,000,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,000,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,001,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,011,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,001,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,000,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,010,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,010,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,001,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,011,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,011,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,100,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,110,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,100,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,101,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,101,111,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,100,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,110,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,110,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,101,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_flip_noise_9_1_channel,111,111,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,000,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,001,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,010,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,011,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,100,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,101,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,110,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
b_preserved_ac_erased_channel,111,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,000,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,001,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,000,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,000,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,001,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,001,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,010,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,011,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,010,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,010,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,011,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,011,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,100,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,101,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,100,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,100,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,101,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,101,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,110,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,110,111,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,110,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_flip_noise_9_1_channel,111,111,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,000,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,001,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,010,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,011,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,100,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,101,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,000,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,001,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,010,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,011,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,100,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,101,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,110,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,110,111,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,000,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,001,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,010,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,011,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,100,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,101,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,110,0,4,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
c_preserved_ab_erased_channel,111,111,1,4,1/4,04d7e4966300f0b823be24bf,963969f9025c172447f53735
collapse_to_000_channel,000,000,1,1,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735
collapse_to_000_channel,000,001,0,1,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
collapse_to_000_channel,000,010,0,1,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
collapse_to_000_channel,000,011,0,1,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
collapse_to_000_channel,000,100,0,1,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
collapse_to_000_channel,000,101,0,1,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
collapse_to_000_channel,000,110,0,1,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
